Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
VNRAP,Vanguard Natural Resources LLC,4.69,na,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/vnrap,
VNRBP,Vanguard Natural Resources LLC,3.75,$26.25M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/vnrbp,
VNRCP,Vanguard Natural Resources LLC,3.75,na,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/vnrcp,
VONE,Vanguard Russell 1000 ETF,100.02,$670.13M,na,na,na,http//www.nasdaq.com/symbol/vone,
VONG,Vanguard Russell 1000 Growth ETF,107.677,$700.08M,na,na,na,http//www.nasdaq.com/symbol/vong,
VONV,Vanguard Russell 1000 Value ETF,92.807,$663.57M,na,na,na,http//www.nasdaq.com/symbol/vonv,
VTWO,Vanguard Russell 2000 ETF,98.23,$680.24M,na,na,na,http//www.nasdaq.com/symbol/vtwo,
VTWG,Vanguard Russell 2000 Growth ETF,106.61,$149.25M,na,na,na,http//www.nasdaq.com/symbol/vtwg,
VTWV,Vanguard Russell 2000 Value ETF,89.83,$114.53M,na,na,na,http//www.nasdaq.com/symbol/vtwv,
VTHR,Vanguard Russell 3000 ETF,100.09,$270.24M,na,na,na,http//www.nasdaq.com/symbol/vthr,
VCSH,Vanguard Short-Term Corporate Bond ETF,80.64,$13.63B,na,na,na,http//www.nasdaq.com/symbol/vcsh,
VGSH,Vanguard Short-Term Government ETF,61.2,$868.88M,na,na,na,http//www.nasdaq.com/symbol/vgsh,
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.31,$2.41B,na,na,na,http//www.nasdaq.com/symbol/vtip,
BNDX,Vanguard Total International Bond ETF,55.99,$5.5B,na,na,na,http//www.nasdaq.com/symbol/bndx,
VXUS,Vanguard Total International Stock ETF,47.42,$6.38B,na,na,na,http//www.nasdaq.com/symbol/vxus,
VRNS,Varonis Systems Inc,27.49,$725.46M,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/vrns,
VDSI,VASCO Data Security International Inc,17.43,$700.66M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/vdsi,
VBLT,Vascular Biogenics Ltd.,4.1,$92.13M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vblt,
VASC,Vascular Solutions Inc,47.01,$822.3M,2000,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/vasc,
VBIV,VBI Vaccines Inc,3.58,$128.76M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/vbiv,
WOOF,VCA Inc.,72.42,$5.86B,2001,Consumer Non-Durables,Farming/Seeds/Milling,http//www.nasdaq.com/symbol/woof,
VECO,Veeco Instruments Inc.,20.59,$836.74M,1994,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/veco,
APPY,Venaxis Inc,3.27,$12.68M,na,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/appy,
VRA,Vera Bradley Inc,14.64,$541.75M,2010,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/vra,
VCYT,Veracyte Inc,5.09,$141.83M,2013,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/vcyt,
VSTM,Verastem Inc,1.37,$50.68M,2012,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vstm,
VCEL,Vericel Corporation,2.13,$51.11M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/vcel,
VRNT,Verint Systems Inc.,35.33,$2.2B,2002,Technology,EDP Services,http//www.nasdaq.com/symbol/vrnt,
VRSN,VeriSign Inc,75.97,$8.11B,1998,Technology,EDP Services,http//www.nasdaq.com/symbol/vrsn,
VRSK,Verisk Analytics Inc,81.59,$13.79B,2009,Technology,EDP Services,http//www.nasdaq.com/symbol/vrsk,
VBTX,Veritex Holdings Inc,16.67,$178.92M,2014,Finance,Major Banks,http//www.nasdaq.com/symbol/vbtx,
VRML,Vermillion Inc,1.22,$63.71M,na,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/vrml,
VSAR,Versartis Inc,12.9,$381.08M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vsar,
VTNR,Vertex Energy Inc,1.3,$40.31M,na,Energy,Integrated oil Companies,http//www.nasdaq.com/symbol/vtnr,
VRTX,Vertex Pharmaceuticals Incorporated,100,$24.78B,1991,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vrtx,
VRTB,Vestin Realty Mortgage II Inc,1.97,$4.84M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/vrtb,
VIA,Viacom Inc.,47.71,$18.92B,na,Consumer Services,Television Services,http//www.nasdaq.com/symbol/via,
VIAB,Viacom Inc.,42.84,$14.89B,na,Consumer Services,Television Services,http//www.nasdaq.com/symbol/viab,
VMET,Viamet Pharmaceuticals Corp.,na,na,na,na,na,http//www.nasdaq.com/symbol/vmet,
VSAT,ViaSat Inc,75.53,$3.72B,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/vsat,
VIAV,Viavi Solutions Inc.,7.6,$1.77B,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/viav,
VICL,Vical Incorporated,4.35,$40.05M,1993,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/vicl,
VICR,Vicor Corporation,10.02,$389.01M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/vicr,
CIZ,Victory CEMP Developed Enhanced Volatility Wtd Index ETF,29.8389,na,na,na,na,http//www.nasdaq.com/symbol/ciz,
CEZ,Victory CEMP Emerging Market Volatility Wtd Index ETF,27.52,na,na,na,na,http//www.nasdaq.com/symbol/cez,
CID,Victory CEMP International High Div Volatility Wtd Index ETF,32.4589,na,na,na,na,http//www.nasdaq.com/symbol/cid,
CIL,Victory CEMP International Volatility Wtd Index ETF,34.18,na,na,na,na,http//www.nasdaq.com/symbol/cil,
CFO,Victory CEMP US 500 Enhanced Volatility Wtd Index ETF,38.74,$27.12M,na,na,na,http//www.nasdaq.com/symbol/cfo,
CFA,Victory CEMP US 500 Volatility Wtd Index ETF,38.79,$7.76M,na,na,na,http//www.nasdaq.com/symbol/cfa,
CSF,Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF,35.4251,$19.48M,na,na,na,http//www.nasdaq.com/symbol/csf,
CDC,Victory CEMP US EQ Income Enhanced Volatility Wtd Index ETF,39.4101,$25.62M,na,na,na,http//www.nasdaq.com/symbol/cdc,
CDL,Victory CEMP US Large Cap High Div Volatility Wtd Index ETF,38.4656,na,na,na,na,http//www.nasdaq.com/symbol/cdl,
CSB,Victory CEMP US Small Cap High Div Volatility Wtd Index ETF,36.47,na,na,na,na,http//www.nasdaq.com/symbol/csb,
CSA,Victory CEMP US Small Cap Volatility Wtd Index ETF,36.2,$1.86B,na,na,na,http//www.nasdaq.com/symbol/csa,
VBND,Vident Core U.S. Bond Strategy Fund,51.69,$444.53M,na,na,na,http//www.nasdaq.com/symbol/vbnd,
VUSE,Vident Core US Equity ETF,26.51,$402.95M,na,na,na,http//www.nasdaq.com/symbol/vuse,
VIDI,Vident International Equity Fund,21.88,na,na,na,na,http//www.nasdaq.com/symbol/vidi,
VDTH,Videocon d2h Limited,10.04,$1.05B,na,Consumer Services,Television Services,http//www.nasdaq.com/symbol/vdth,
VRAY,ViewRay Inc,2.98,$113.93M,na,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/vray,
VKTX,Viking Therapeutics Inc,1.27,$24.48M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vktx,
VKTXW,Viking Therapeutics Inc,0.5,na,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vktxw,
VBFC,Village Bank and Trust Financial Corp.,23.5,$33.48M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/vbfc,
VLGEA,Village Super Market Inc,31.12,$439.66M,na,Consumer Services,Food Chains,http//www.nasdaq.com/symbol/vlgea,
VIP,VimpelCom Ltd.,4.42,$7.76B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/vip,
VNOM,Viper Energy Partners LP,16.75,$1.45B,2014,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/vnom,
VIRC,Virco Manufacturing Corporation,4.3,$64.49M,na,Consumer Durables,Industrial Specialties,http//www.nasdaq.com/symbol/virc,
VA,Virgin America Inc.,55.95,$2.5B,2014,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/va,
VIRT,Virtu Financial Inc,17.08,$2.37B,2015,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/virt,
VRTS,Virtus Investment Partners Inc,88.96,$686.62M,na,Finance,Investment Managers,http//www.nasdaq.com/symbol/vrts,
VRTU,Virtusa Corporation,21.39,$638.9M,2007,Technology,EDP Services,http//www.nasdaq.com/symbol/vrtu,
VISN,VisionChina Media Inc,5.41,$27.62M,2007,Technology,Advertising,http//www.nasdaq.com/symbol/visn,
VTGN,VistaGen Therapeutics Inc,3.28,$26.14M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vtgn,
VTAE,Vitae Pharmaceuticals Inc,8.58,$247.46M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vtae,
VTL,Vital Therapies Inc,6.25,$197.13M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vtl,
VIVE,Viveve Medical Inc,7.3201,$77.64M,na,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/vive,
VVUS,VIVUS Inc,1.06,$110.43M,1994,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vvus,
VOD,Vodafone Group Plc,31.21,$82.89B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/vod,
VLTC,Voltari Corporation,3.32,$29.86M,na,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/vltc,
VOXX,VOXX International Corporation,2.94,$71.03M,na,Consumer Non-Durables,Electronic Components,http//www.nasdaq.com/symbol/voxx,
VYGR,Voyager Therapeutics Inc,15.96,$426.59M,2015,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/vygr,
VSEC,VSE Corporation,32.69,$353.01M,na,Consumer Services,Military/Government/Technical,http//www.nasdaq.com/symbol/vsec,
VTVT,vTv Therapeutics Inc.,5.87,$192.61M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/vtvt,
VUZI,Vuzix Corporation,7.36,$118.74M,na,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/vuzi,
VWR,VWR Corporation,29.32,$3.85B,2014,Consumer Durables,Diversified Electronic Products,http//www.nasdaq.com/symbol/vwr,
WGBS,WaferGen Bio-systems Inc,0.842,$15.94M,na,Capital Goods,Biotechnology Laboratory Analytical Instruments,http//www.nasdaq.com/symbol/wgbs,
WBA,Walgreens Boots Alliance Inc,82.8,$89.62B,na,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/wba,
WAFD,Washington Federal Inc,25.53,$2.31B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wafd,
WAFDW,Washington Federal Inc,8.12,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wafdw,
WASH,Washington Trust Bancorp Inc,39.86,$680.87M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wash,
WFBI,WashingtonFirst Bankshares Inc,23.92,$293.08M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wfbi,
WSBF,Waterstone Financial Inc,16.58,$483.55M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/wsbf,
WVE,WAVE Life Sciences Ltd.,20.89,$489.38M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/wve,
WNFM,Wayne Farms Inc,na,na,na,na,na,http//www.nasdaq.com/symbol/wnfm,
WAYN,Wayne Savings Bancshares Inc.,13.3238,$37.06M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/wayn,
WSTG,Wayside Technology Group Inc,18.14,$85.9M,na,Technology,Retail Computer Software & Peripheral Equipment,http//www.nasdaq.com/symbol/wstg,
WCFB,WCF Bancorp Inc,8.5701,$21.97M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wcfb,
WDFC,WD-40 Company,115.11,$1.64B,1973,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/wdfc,
FLAG,WeatherStorm Forensic Accounting Long Short ETF,34.4,$13.76M,na,na,na,http//www.nasdaq.com/symbol/flag,
WBMD,WebMD Health Corp,51.79,$2.02B,2005,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/wbmd,
WB,Weibo Corporation,43.19,$9.16B,2014,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/wb,
WEBK,Wellesley Bancorp Inc,21.5,$52.86M,2012,Finance,Banks,http//www.nasdaq.com/symbol/webk,
WEN,Wendy's Company (The),10.06,$2.63B,na,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/wen,
WERN,Werner Enterprises Inc,23.42,$1.69B,1986,Transportation,Trucking Freight/Courier Services,http//www.nasdaq.com/symbol/wern,
WSBC,WesBanco Inc,31.46,$1.21B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wsbc,
WTBA,West Bancorporation,19.09,$307.97M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wtba,
WSTC,West Corporation,23.26,$1.92B,2013,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/wstc,
WMAR,West Marine Inc,9.68,$241.42M,1993,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/wmar,
WABC,Westamerica Bancorporation,47.76,$1.22B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wabc,
WBB,Westbury Bancorp Inc,19.39,$79.47M,2013,Finance,Major Banks,http//www.nasdaq.com/symbol/wbb,
WSTL,Westell Technologies Inc,0.64,$39.24M,1995,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/wstl,
WDC,Western Digital Corporation,45.78,$10.67B,na,Technology,Electronic Components,http//www.nasdaq.com/symbol/wdc,
WFD,Westfield Financial Inc,7.56,$138.58M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/wfd,
WLB,Westmoreland Coal Company,8.39,$155.8M,na,Energy,Coal Mining,http//www.nasdaq.com/symbol/wlb,
WPRT,Westport Fuel Systems Inc,1.67,$182.67M,na,Energy,Industrial Machinery/Components,http//www.nasdaq.com/symbol/wprt,
WEYS,Weyco Group Inc,25.38,$267.49M,na,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/weys,
WHLR,Wheeler Real Estate Investment Trust Inc,1.73,$117.45M,2012,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/whlr,
WHLRP,Wheeler Real Estate Investment Trust Inc,21.3,$15.34M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/whlrp,
WHLRW,Wheeler Real Estate Investment Trust Inc,0.0818,na,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/whlrw,
WHF,WhiteHorse Finance Inc,11.39,$208.48M,na,na,na,http//www.nasdaq.com/symbol/whf,
WHFBL,WhiteHorse Finance Inc,25.599,na,na,na,na,http//www.nasdaq.com/symbol/whfbl,
WFM,Whole Foods Market Inc,30.63,$9.76B,na,Consumer Services,Food Chains,http//www.nasdaq.com/symbol/wfm,
WILN,Wi-Lan Inc,1.82,$216.89M,na,Miscellaneous,Multi-Sector Companies,http//www.nasdaq.com/symbol/wiln,
WHLM,Wilhelmina International Inc,7.3,$42.21M,na,Consumer Services,Professional Services,http//www.nasdaq.com/symbol/whlm,
WVVI,Willamette Valley Vineyards Inc,7.8933,$39.47M,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/wvvi,
WVVIP,Willamette Valley Vineyards Inc,4.3,na,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/wvvip,
WLDN,Willdan Group Inc,14.75,$122.41M,2006,Consumer Services,Military/Government/Technical,http//www.nasdaq.com/symbol/wldn,
WLFC,Willis Lease Finance Corporation,26.94,$197.21M,1996,Consumer Durables,Industrial Specialties,http//www.nasdaq.com/symbol/wlfc,
WLTW,Willis Towers Watson Public Limited Company,121.48,$16.77B,na,Finance,Specialty Insurers,http//www.nasdaq.com/symbol/wltw,
WIN,Windstream Holdings Inc,8.53,$821.14M,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/win,
WINT,Windtree Therapeutics Inc,2.25,$18.69M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/wint,
WING,Wingstop Inc.,31.88,$915.86M,2015,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/wing,
WINA,Winmark Corporation,99.73,$409.87M,na,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/wina,
WINS,Wins Finance Holdings Inc.,20.3047,$437.09M,2014,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/wins,
WTFC,Wintrust Financial Corporation,53.65,$2.77B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wtfc,
WTFCM,Wintrust Financial Corporation,29.56,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wtfcm,
WTFCW,Wintrust Financial Corporation,31.56,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wtfcw,
AGND,WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund,42.1226,$12.64M,na,na,na,http//www.nasdaq.com/symbol/agnd,
AGZD,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,47.68,$23.84M,na,na,na,http//www.nasdaq.com/symbol/agzd,
HYND,WisdomTree BofA Merrill Lynch High Yield Bond Negative Duratio,19.3784,$9.69M,na,na,na,http//www.nasdaq.com/symbol/hynd,
HYZD,WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu,23.13,$13.88M,na,na,na,http//www.nasdaq.com/symbol/hyzd,
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,49.25,$7.39M,na,na,na,http//www.nasdaq.com/symbol/cxse,
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,23.0156,$13.81M,na,na,na,http//www.nasdaq.com/symbol/emcg,
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,71.9099,$57.53M,na,na,na,http//www.nasdaq.com/symbol/emcb,
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,23.62,$35.43M,na,na,na,http//www.nasdaq.com/symbol/dgre,
DXGE,WisdomTree Germany Hedged Equity Fund,26.465,$169.38M,na,na,na,http//www.nasdaq.com/symbol/dxge,
WETF,WisdomTree Investments Inc,10.31,$1.41B,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/wetf,
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,29.279,$70.27M,na,na,na,http//www.nasdaq.com/symbol/dxjs,
JGBB,WisdomTree Japan Interest Rate Strategy Fund,43.4,$4.34M,na,na,na,http//www.nasdaq.com/symbol/jgbb,
DXKW,WisdomTree Korea Hedged Equity Fund,21.1899,$14.83M,na,na,na,http//www.nasdaq.com/symbol/dxkw,
GULF,WisdomTree Middle East Dividend Fund,17.29,$20.75M,na,na,na,http//www.nasdaq.com/symbol/gulf,
CRDT,WisdomTree Strategic Corporate Bond Fund,76.2,$7.62M,na,na,na,http//www.nasdaq.com/symbol/crdt,
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,32.77,$696.36M,na,na,na,http//www.nasdaq.com/symbol/dgrw,
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,30.31,$46.98M,na,na,na,http//www.nasdaq.com/symbol/dgrs,
DXPS,WisdomTree United Kingdom Hedged Equity Fund,26.59,$27.92M,na,na,na,http//www.nasdaq.com/symbol/dxps,
UBND,WisdomTree Western Asset Unconstrained Bond Fund,49.39,$4.94M,na,na,na,http//www.nasdaq.com/symbol/ubnd,
WMIH,WMIH Corp.,2.35,$484.99M,na,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/wmih,
WBKC,Wolverine Bancorp Inc,25.85,$55.59M,2011,Finance,Banks,http//www.nasdaq.com/symbol/wbkc,
WWD,Woodward Inc,59.8,$3.68B,na,Energy,Industrial Machinery/Components,http//www.nasdaq.com/symbol/wwd,
WKHS,Workhorse Group Inc,7.26,$167.74M,na,Capital Goods,Auto Manufacturing,http//www.nasdaq.com/symbol/wkhs,
WRLD,World Acceptance Corporation,46.51,$408.85M,1991,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/wrld,
JMU,Wowo Limited,3.13,$251.22M,2015,Technology,EDP Services,http//www.nasdaq.com/symbol/jmu,
WPCS,WPCS International Incorporated,1.43,$3.87M,na,Consumer Services,Telecommunications Equipment,http//www.nasdaq.com/symbol/wpcs,
WPPGY,WPP plc,114.88,$30.54B,na,Technology,Advertising,http//www.nasdaq.com/symbol/wppgy,
WMGI,Wright Medical Group N.V.,24.4,$2.51B,2011,Health Care,Industrial Specialties,http//www.nasdaq.com/symbol/wmgi,
WMGIZ,Wright Medical Group N.V.,1.4,na,na,Health Care,Industrial Specialties,http//www.nasdaq.com/symbol/wmgiz,
WSFS,WSFS Financial Corporation,37.26,$1.1B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wsfs,
WSFSL,WSFS Financial Corporation,26.69,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/wsfsl,
WSCI,WSI Industries Inc.,3.3,$9.63M,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/wsci,
WVFC,WVS Financial Corp.,12.15,$24.78M,na,Finance,Banks,http//www.nasdaq.com/symbol/wvfc,
WYNN,Wynn Resorts Limited,101.42,$10.32B,2002,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/wynn,
XBIT,XBiotech Inc.,15.19,$492.81M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/xbit,
XELB,Xcel Brands Inc,5.53,$103.26M,na,Miscellaneous,Multi-Sector Companies,http//www.nasdaq.com/symbol/xelb,
XCRA,Xcerra Corporation,5.96,$319.01M,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/xcra,
XNCR,Xencor Inc,21.79,$892.29M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/xncr,
XBKS,Xenith Bankshares Inc,2.15,$496.15M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/xbks,
XENE,Xenon Pharmaceuticals Inc.,8.095,$116.78M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/xene,
XGTI,XG Technology Inc,0.4261,$3.14M,2013,Consumer Durables,Telecommunications Equipment,http//www.nasdaq.com/symbol/xgti,
XGTIW,XG Technology Inc,0.51,na,2013,Consumer Durables,Telecommunications Equipment,http//www.nasdaq.com/symbol/xgtiw,
XLNX,Xilinx Inc,51.74,$13.12B,1990,Technology,Semiconductors,http//www.nasdaq.com/symbol/xlnx,
XOMA,XOMA Corporation,0.605,$72.95M,1986,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/xoma,
XPLR,Xplore Technologies Corp,2.54,$27.75M,na,Technology,Computer Manufacturing,http//www.nasdaq.com/symbol/xplr,
XCOM,Xtera Communications Inc,0.8,$13.77M,2015,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/xcom,
