Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
LILAK,Liberty Global plc,29.92,$27.52B,na,Consumer Services,Television Services,http//www.nasdaq.com/symbol/lilak,
LVNTA,Liberty Interactive Corporation,39.07,$24.16B,na,Consumer Services,Catalog/Specialty Distribution,http//www.nasdaq.com/symbol/lvnta,
LVNTB,Liberty Interactive Corporation,38.27,$23.66B,na,Consumer Services,Catalog/Specialty Distribution,http//www.nasdaq.com/symbol/lvntb,
QVCA,Liberty Interactive Corporation,21.93,$13.56B,na,Consumer Services,Catalog/Specialty Distribution,http//www.nasdaq.com/symbol/qvca,
QVCB,Liberty Interactive Corporation,21.97,$13.59B,na,Consumer Services,Catalog/Specialty Distribution,http//www.nasdaq.com/symbol/qvcb,
BATRA,Liberty Media Corporation,16.89,na,na,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/batra,
BATRK,Liberty Media Corporation,16.43,$7.69B,na,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/batrk,
LMCA,Liberty Media Corporation,21.86,na,na,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/lmca,
LMCK,Liberty Media Corporation,21.49,$10.06B,na,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/lmck,
LSXMA,Liberty Media Corporation,33.94,na,na,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/lsxma,
LSXMB,Liberty Media Corporation,33.85,na,na,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/lsxmb,
LSXMK,Liberty Media Corporation,33.39,$15.63B,na,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/lsxmk,
TAX,Liberty Tax Inc,13.3,$171.5M,na,Miscellaneous,Multi-Sector Companies,http//www.nasdaq.com/symbol/tax,
LTRPA,Liberty TripAdvisor Holdings Inc,21.14,$1.58B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/ltrpa,
LTRPB,Liberty TripAdvisor Holdings Inc,22.7,$1.7B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/ltrpb,
LPNT,LifePoint Health Inc,57.16,$2.44B,na,Health Care,Hospital/Nursing Management,http//www.nasdaq.com/symbol/lpnt,
LCUT,Lifetime Brands Inc,13.62,$196.53M,1991,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/lcut,
LFVN,Lifevantage Corporation,13.03,$182.79M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/lfvn,
LWAY,Lifeway Foods Inc,10.57,$170.8M,na,Consumer Non-Durables,Packaged Foods,http//www.nasdaq.com/symbol/lway,
LGND,Ligand Pharmaceuticals Incorporated,110.92,$2.31B,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/lgnd,
LTBR,Lightbridge Corporation,3.05,$14.64M,na,Consumer Services,Professional Services,http//www.nasdaq.com/symbol/ltbr,
LPTH,LightPath Technologies Inc,1.96,$30.56M,1996,Technology,Semiconductors,http//www.nasdaq.com/symbol/lpth,
LIME,Lime Energy Co.,1.9399,$18.68M,na,Basic Industries,Engineering & Construction,http//www.nasdaq.com/symbol/lime,
LLNW,Limelight Networks Inc,1.73,$181.09M,2007,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/llnw,
LMNR,Limoneira Co,18.4,$260.88M,na,Consumer Non-Durables,Farming/Seeds/Milling,http//www.nasdaq.com/symbol/lmnr,
LINC,Lincoln Educational Services Corporation,1.87,$44.54M,2005,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/linc,
LECO,Lincoln Electric Holdings Inc,64.83,$4.36B,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/leco,
LIND,Lindblad Expeditions Holdings Inc.,8.84,$405.65M,2013,Consumer Services,Transportation Services,http//www.nasdaq.com/symbol/lind,
LINDW,Lindblad Expeditions Holdings Inc.,1.65,na,2013,Consumer Services,Transportation Services,http//www.nasdaq.com/symbol/lindw,
LLTC,Linear Technology Corporation,58.73,$14.07B,1986,Technology,Semiconductors,http//www.nasdaq.com/symbol/lltc,
LBIO,Lion Biotechnologies Inc,9.1,$531.77M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/lbio,
LIOX,Lionbridge Technologies Inc,4.89,$303.16M,1999,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/liox,
LPCN,Lipocine Inc.,4.01,$73.22M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/lpcn,
LQDT,Liquidity Services Inc,9.63,$296.04M,2006,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/lqdt,
LFUS,Littelfuse Inc,119.51,$2.68B,na,Consumer Durables,Electrical Products,http//www.nasdaq.com/symbol/lfus,
LIVN,LivaNova PLC,62.52,$3.07B,na,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/livn,
LOB,Live Oak Bancshares Inc,13.37,$457.34M,2015,Finance,Major Banks,http//www.nasdaq.com/symbol/lob,
LIVE,Live Ventures Incorporated,1.82,$30.69M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/live,
LPSN,LivePerson Inc,7.62,$440.27M,2000,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/lpsn,
LKQ,LKQ Corporation,35.17,$10.8B,na,Consumer Services,Motor Vehicles,http//www.nasdaq.com/symbol/lkq,
LMFA,LM Funding America Inc,8.15,$26.9M,2015,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/lmfa,
LMFAW,LM Funding America Inc,0.5,na,2015,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/lmfaw,
LMIA,LMI Aerospace Inc,7.15,$96.86M,1998,Capital Goods,Military/Government/Technical,http//www.nasdaq.com/symbol/lmia,
LOGI,Logitech International S.A.,21.84,$3.53B,1997,Technology,Computer peripheral equipment,http//www.nasdaq.com/symbol/logi,
LOGM,LogMein Inc,81.76,$2.07B,2009,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/logm,
EVAR,Lombard Medical Inc,1.15,$22.87M,2014,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/evar,
CNCR,Loncar Cancer Immunotherapy ETF,25.6258,na,na,na,na,http//www.nasdaq.com/symbol/cncr,
LONE,Lonestar Resources US Inc.,9.59,$144.27M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/lone,
LTEA,Long Island Iced Tea Corp.,4.59,$28.53M,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/ltea,
LORL,Loral Space and Communications Inc,36.04,$1.11B,na,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/lorl,
LOXO,Loxo Oncology Inc,26.11,$565.66M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/loxo,
LPTN,Lpath Inc,1.7164,$4.07M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/lptn,
LPLA,LPL Financial Holdings Inc.,27.78,$2.47B,2010,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/lpla,
LRAD,LRAD Corporation,1.89,$60.1M,na,Consumer Non-Durables,Consumer Electronics/Appliances,http//www.nasdaq.com/symbol/lrad,
LYTS,LSI Industries Inc.,11.02,$274.6M,1985,Consumer Durables,Building Products,http//www.nasdaq.com/symbol/lyts,
LULU,lululemon athletica inc.,79.87,$10.16B,2007,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/lulu,
LITE,Lumentum Holdings Inc.,32.83,$1.95B,na,Consumer Durables,Telecommunications Equipment,http//www.nasdaq.com/symbol/lite,
LMNX,Luminex Corporation,21.63,$941.96M,2000,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/lmnx,
LMOS,Lumos Networks Corp.,13.27,$311.36M,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/lmos,
LUNA,Luna Innovations Incorporated,1.13,$31.29M,2006,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/luna,
MBTF,M B T Financial Corp,8.68,$197.32M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mbtf,
MIIIU,M III Acquisition Corp.,9.721,na,2016,Finance,Business Services,http//www.nasdaq.com/symbol/miiiu,
MBVX,MabVax Therapeutics Holdings Inc,0.67,na,na,na,na,http//www.nasdaq.com/symbol/mbvx,
MCBC,Macatawa Bank Corporation,7.81,$264.93M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mcbc,
MFNC,Mackinac Financial Corporation,11.34,$70.61M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mfnc,
MTSI,MACOM Technology Solutions Holdings Inc,39.04,$2.1B,2012,Technology,Semiconductors,http//www.nasdaq.com/symbol/mtsi,
MCUR,MACROCURE LTD.,1.46,$24.9M,2014,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/mcur,
MGNX,MacroGenics Inc,31.52,$1.09B,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mgnx,
MDGL,Madrigal Pharmaceuticals Inc,8.65,$973055.8,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mdgl,
MAGS,Magal Security Systems Ltd.,5.27,$86.42M,1993,Consumer Durables,Telecommunications Equipment,http//www.nasdaq.com/symbol/mags,
MGLN,Magellan Health Inc,57.89,$1.42B,na,Health Care,Hospital/Nursing Management,http//www.nasdaq.com/symbol/mgln,
MPET,Magellan Petroleum Corporation,6.06,$34.92M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/mpet,
MGIC,Magic Software Enterprises Ltd.,7.715,$342.05M,1991,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/mgic,
CALL,magicJack VocalTec Ltd,5.69,$90.22M,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/call,
MNGA,MagneGas Corporation,0.6141,$28.19M,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/mnga,
MGYR,Magyar Bancorp Inc,9.9,$57.63M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/mgyr,
MHLD,Maiden HoldingsLtd,13.97,$1.03B,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/mhld,
MHLDO,Maiden HoldingsLtd,51.53,$170.05M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/mhldo,
MSFG,MainSource Financial Group Inc,22.53,$540.87M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/msfg,
COOL,Majesco Entertainment Company,3.74,$9.73M,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/cool,
MMYT,MakeMyTrip Limited,19.59,$827.13M,2010,Consumer Services,Transportation Services,http//www.nasdaq.com/symbol/mmyt,
MBUU,Malibu Boats Inc,12.88,$230.8M,2014,Capital Goods,Marine Transportation,http//www.nasdaq.com/symbol/mbuu,
MLVF,Malvern Bancorp Inc,16.28,$106.81M,na,Finance,Banks,http//www.nasdaq.com/symbol/mlvf,
MAMS,MAM Software Group Inc,5.95,$74.2M,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/mams,
MANH,Manhattan Associates Inc,58.94,$4.22B,1998,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/manh,
LOAN,Manhattan Bridge Capital Inc,5.88,$42.88M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/loan,
MNTX,Manitex International Inc,5.87,$94.66M,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/mntx,
MTEX,Mannatech Incorporated,17.03,$46.01M,na,Consumer Durables,Specialty Chemicals,http//www.nasdaq.com/symbol/mtex,
MNKD,MannKind Corporation,0.9999,$478M,2004,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mnkd,
MANT,ManTech International Corporation,39.46,$1.51B,2002,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/mant,
MAPI,Mapi - Pharma Ltd.,na,na,na,na,na,http//www.nasdaq.com/symbol/mapi,
MARA,Marathon Patent Group Inc,3.03,$45.35M,na,Miscellaneous,Multi-Sector Companies,http//www.nasdaq.com/symbol/mara,
MCHX,Marchex Inc,2.84,$123.02M,2004,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/mchx,
MARPS,Marine Petroleum Trust,3.99,$7.98M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/marps,
MRNS,Marinus Pharmaceuticals Inc,1.47,$28.68M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mrns,
MKTX,MarketAxess Holdings Inc,163.06,$6.14B,2004,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/mktx,
MRLN,Marlin Business Services Corp.,18.1,$226.96M,2003,Finance,Major Banks,http//www.nasdaq.com/symbol/mrln,
MAR,Marriott International,72.78,$18.52B,na,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/mar,
MBII,Marrone Bio Innovations Inc,1.11,$27.29M,2013,Basic Industries,Agricultural Chemicals,http//www.nasdaq.com/symbol/mbii,
MRTN,Marten TransportLtd,21.43,$696.04M,1986,Transportation,Trucking Freight/Courier Services,http//www.nasdaq.com/symbol/mrtn,
MMLP,Martin Midstream Partners L.P.,21.07,$747.03M,2002,Energy,Oil Refining/Marketing,http//www.nasdaq.com/symbol/mmlp,
MRVL,Marvell Technology Group Ltd.,11.54,$5.9B,2000,Technology,Semiconductors,http//www.nasdaq.com/symbol/mrvl,
MASI,Masimo Corporation,58.78,$2.9B,2007,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/masi,
MTCH,Match Group Inc,15.26,$3.84B,2015,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/mtch,
MATN,Mateon Therapeutics Inc,0.67,$17.79M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/matn,
MTLS,Materialise NV,6.67,$315.66M,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/mtls,
MTRX,Matrix Service Company,17.55,$467.09M,1990,Basic Industries,Engineering & Construction,http//www.nasdaq.com/symbol/mtrx,
MAT,Mattel Inc,33.68,$11.47B,na,Consumer Non-Durables,Recreational Products/Toys,http//www.nasdaq.com/symbol/mat,
MATR,Mattersight Corporation,3.73,$99.1M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/matr,
MATW,Matthews International Corporation,60.86,$1.95B,1994,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/matw,
MFRM,Mattress Firm Holding Corp.,63.91,$2.38B,2011,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/mfrm,
MXIM,Maxim Integrated Products Inc,40.31,$11.43B,1988,Technology,Semiconductors,http//www.nasdaq.com/symbol/mxim,
MXPT,MaxPoint Interactive Inc,8.43,$55.58M,na,Consumer Services,Advertising,http//www.nasdaq.com/symbol/mxpt,
MXWL,Maxwell Technologies Inc,5.13,$164.58M,na,Miscellaneous,Industrial Machinery/Components,http//www.nasdaq.com/symbol/mxwl,
MZOR,Mazor Robotics Ltd.,23.14,$491.9M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/mzor,
MBFI,MB Financial Inc.,39.17,$2.89B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mbfi,
MBFIP,MB Financial Inc.,27.31,$109.24M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mbfip,
MCFT,MCBC Holdings Inc,11.43,$212.05M,2015,Capital Goods,Marine Transportation,http//www.nasdaq.com/symbol/mcft,
MGRC,McGrath RentCorp,32.12,$767.92M,1984,Technology,Diversified Commercial Services,http//www.nasdaq.com/symbol/mgrc,
MDCA,MDC Partners Inc.,13.24,$661.14M,na,Technology,Advertising,http//www.nasdaq.com/symbol/mdca,
MFIN,Medallion Financial Corp.,5.31,$129.04M,na,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/mfin,
MFINL,Medallion Financial Corp.,25.3199,na,na,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/mfinl,
MTBC,Medical Transcription Billing Corp.,0.8516,$8.73M,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/mtbc,
MTBCP,Medical Transcription Billing Corp.,27,$7.96M,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/mtbcp,
MNOV,MediciNova Inc,7.07,$243.71M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mnov,
MDSO,Medidata Solutions Inc,53.82,$3.09B,2009,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/mdso,
MDGS,Medigus Ltd.,1.53,$9.81M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/mdgs,
MDVN,Medivation Inc,65.215,$10.82B,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mdvn,
MDWD,MediWound Ltd.,6.37,$139.19M,2014,Consumer Durables,Specialty Chemicals,http//www.nasdaq.com/symbol/mdwd,
MDVX,Medovex Corp.,1.34,$15.16M,2015,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/mdvx,
MDVXW,Medovex Corp.,0.0536,na,2015,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/mdvxw,
MEDP,Medpace Holdings Inc,29.32,$1.16B,2016,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/medp,
MEET,MeetMe Inc,5.02,$263.47M,na,Consumer Services,Advertising,http//www.nasdaq.com/symbol/meet,
MEIP,MEI Pharma Inc,1.99,$67.97M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/meip,
MPEL,Melco Crown Entertainment Limited,15.35,$8.34B,2006,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/mpel,
MLNX,Mellanox TechnologiesLtd,42.2,$2.03B,2007,Technology,Semiconductors,http//www.nasdaq.com/symbol/mlnx,
MELR,Melrose Bancorp Inc,14.83,$38.83M,2014,Finance,Major Banks,http//www.nasdaq.com/symbol/melr,
MEMP,Memorial Production Partners LP,1.84,$153.61M,2011,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/memp,
MRD,Memorial Resource Development Corp.,14.61,$3.01B,2014,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/mrd,
MENT,Mentor Graphics Corporation,21.69,$2.32B,1984,Technology,EDP Services,http//www.nasdaq.com/symbol/ment,
MTSL,MER Telemanagement Solutions Ltd.,1.29,$11.21M,1997,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/mtsl,
MELI,MercadoLibre Inc,168.33,$7.43B,2007,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/meli,
MBWM,Mercantile Bank Corporation,25.78,$419.68M,1998,Finance,Major Banks,http//www.nasdaq.com/symbol/mbwm,
MERC,Mercer International Inc.,8.13,$525.96M,na,Basic Industries,Paper,http//www.nasdaq.com/symbol/merc,
MBVT,Merchants Bancshares Inc,32.03,$220.17M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mbvt,
MRCY,Mercury Systems Inc,23.38,$935.87M,1998,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/mrcy,
EBSB,Meridian Bancorp Inc,15.14,$813.42M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ebsb,
VIVO,Meridian Bioscience Inc.,19.1,$803.86M,1986,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/vivo,
MMSI,Merit Medical Systems Inc,24.28,$1.08B,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/mmsi,
MACK,Merrimack Pharmaceuticals Inc,5.1,$659.13M,2012,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mack,
MSLI,Merus Labs International Inc.,0.98,$114.66M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/msli,
MRUS,Merus N.V.,9.3,$143.29M,2016,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mrus,
MLAB,Mesa Laboratories Inc,104.55,$383.22M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/mlab,
MESO,Mesoblast Limited,5.7001,$434.77M,2015,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/meso,
CASH,Meta Financial Group Inc,57.16,$487.24M,1993,Finance,Savings Institutions,http//www.nasdaq.com/symbol/cash,
MBLX,Metabolix Inc,0.4,$11.14M,2006,Basic Industries,Containers/Packaging,http//www.nasdaq.com/symbol/mblx,
MEOH,Methanex Corporation,28.83,$2.59B,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/meoh,
MFRI,MFRI Inc,7.755,$57.27M,1989,Capital Goods,Pollution Control Equipment,http//www.nasdaq.com/symbol/mfri,
MGCD,MGC Diagnostics Corporation,6.95,$30.38M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/mgcd,
MGEE,MGE Energy Inc.,55.25,$1.92B,na,Energy,Electric Utilities Central,http//www.nasdaq.com/symbol/mgee,
MGPI,MGP Ingredients Inc,33.99,$567.56M,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/mgpi,
MCHP,Microchip Technology Incorporated,60.83,$13.1B,1993,Technology,Semiconductors,http//www.nasdaq.com/symbol/mchp,
MU,Micron Technology Inc,15.49,$16.08B,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/mu,
MICT,Micronet Enertec Technologies Inc,1.86,$10.93M,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/mict,
MICTW,Micronet Enertec Technologies Inc,0.1301,na,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/mictw,
MSCC,Microsemi Corporation,39.47,$4.47B,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/mscc,
MSFT,Microsoft Corporation,57.44,$447.6B,1986,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/msft,
MSTR,MicroStrategy Incorporated,165.4,$1.89B,1998,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/mstr,
MVIS,Microvision Inc,1.58,$81.78M,1996,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/mvis,
MPB,Mid Penn Bancorp,18.0749,$76.46M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mpb,
MTP,Midatech Pharma PLC,3.292,$55.09M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mtp,
MCEP,Mid-Con Energy Partners LP,2.52,$75.38M,2011,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/mcep,
MBRG,Middleburg Financial Corporation,28.09,$199.49M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mbrg,
MBCN,Middlefield Banc Corp.,33.44,$75.14M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mbcn,
MSEX,Middlesex Water Company,35.35,$575.51M,na,Public Utilities,Water Supply,http//www.nasdaq.com/symbol/msex,
MSBI,Midland States Bancorp Inc,23.22,$344.79M,2016,Finance,Major Banks,http//www.nasdaq.com/symbol/msbi,
MOFG,MidWestOne Financial Group Inc,29.59,$338.39M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/mofg,
MIME,Mimecast Limited,14.84,$808.43M,2015,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/mime,
MDXG,MiMedx Group Inc,7.41,$815.41M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/mdxg,
MNDO,MIND C.T.I. Ltd.,2.25,$43.28M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/mndo,
MB,MINDBODY Inc,17.24,$684.87M,2015,Technology,EDP Services,http//www.nasdaq.com/symbol/mb,
NERV,Minerva Neurosciences Inc,12.93,$450.03M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/nerv,
MRTX,Mirati Therapeutics Inc,5.38,$107.19M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mrtx,
MIRN,Mirna Therapeutics Inc,3.95,$82.28M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mirn,
MSON,MISONIX Inc,6.46,$50.32M,1992,Capital Goods,Medical Specialities,http//www.nasdaq.com/symbol/mson,
MIND,Mitcham Industries Inc,2.93,$35.43M,1994,Technology,Diversified Commercial Services,http//www.nasdaq.com/symbol/mind,
MINDP,Mitcham Industries Inc,23.5,na,na,Technology,Diversified Commercial Services,http//www.nasdaq.com/symbol/mindp,
MITK,Mitek Systems Inc,7.82,$255.93M,na,Technology,Computer peripheral equipment,http//www.nasdaq.com/symbol/mitk,
MITL,Mitel Networks Corporation,7.93,$964.22M,na,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/mitl,
MKSI,MKS Instruments Inc,47.01,$2.52B,1999,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/mksi,
MMAC,MMA Capital Management LLC,18.51,$112.9M,na,Finance,Real Estate,http//www.nasdaq.com/symbol/mmac,
MINI,Mobile Mini Inc,30.06,$1.34B,1994,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/mini,
MOBL,MobileIron Inc,3.13,$268.29M,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/mobl,
MOCO,MOCON Inc,15.68,$90.92M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/moco,
MDSY,ModSys International Ltd.,1.35,$25.15M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/mdsy,
MLNK,ModusLink Global Solutions Inc,1.21,$63.63M,na,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/mlnk,
MBRX,Moleculin Biotech Inc,6.17,$69.61M,2016,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/mbrx,
MNTA,Momenta Pharmaceuticals Inc,11.79,$834.07M,2004,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/mnta,
MOMO,Momo Inc.,16.09,$3.09B,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/momo,
MCRI,Monarch Casino & Resort Inc,23.92,$414.21M,1993,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/mcri,
MDLZ,Mondelez International Inc,42.7,$66.42B,na,Consumer Non-Durables,Packaged Foods,http//www.nasdaq.com/symbol/mdlz,
MGI,Moneygram International Inc,7.23,$386.41M,na,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/mgi,
MPWR,Monolithic Power Systems Inc,73.76,$2.99B,2004,Technology,Semiconductors,http//www.nasdaq.com/symbol/mpwr,
TYPE,Monotype Imaging Holdings Inc.,21.56,$879.87M,2007,Technology,EDP Services,http//www.nasdaq.com/symbol/type,
MNRO,Monro Muffler Brake Inc,56.91,$1.84B,1991,Consumer Services,Automotive Aftermarket,http//www.nasdaq.com/symbol/mnro,
MRCC,Monroe Capital Corporation,15.72,$260.53M,2012,na,na,http//www.nasdaq.com/symbol/mrcc,
MNST,Monster Beverage Corporation,159.62,$30.38B,na,Consumer Non-Durables,Beverages (Production/Distribution),http//www.nasdaq.com/symbol/mnst,
MSDI,Monster Digital Inc,2.95,$21.65M,2016,Technology,Electronic Components,http//www.nasdaq.com/symbol/msdi,
MSDIW,Monster Digital Inc,0.5101,na,2016,Technology,Electronic Components,http//www.nasdaq.com/symbol/msdiw,
MHGC,Morgans Hotel Group Co.,2.26,$78.82M,2006,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/mhgc,
MORN,Morningstar Inc,81.23,$3.5B,2005,Finance,Investment Managers,http//www.nasdaq.com/symbol/morn,
